Period,Fund name,ABN,Merger,Merged,Acquirer,NetAssets,MemFlowIn,MemFlowOut,InRoll,SMSFIn,SFTIn,OutRoll,SMSFOut,SFTOut,1YrRet,Merger_y,Merged_y,Acquirer_y,AvgMemBal,Fail,NetFlowsIn,NetFlowsOut,TotalFundFlows,FundOutflowRatio,Log_AvgMemBal,Lag_1YrRet,FlowRatio,NetRollIn,NetRollOut
2021-06-30,Challenger Retirement Fund,87883998803.0,0.0,0.0,0,551529.0,7829.0,56978.0,37125.0,0,0.0,46901.0,2182,0.0,0.017,0.0,0.0,0,154000000000.0,0.0,44954.0,103879.0,148833.0,0.6979567703399112,11.944714374881176,0.021,44953.811652696415,37125.0,46901.0
2022-06-30,Challenger Retirement Fund,87883998803.0,0.0,0.0,0,501045.0,3005.0,50263.0,28841.0,0,0.0,36412.0,971,0.0,-0.034,0.0,0.0,0,154000000000.0,0.0,31846.0,86675.0,118521.0,0.7313050008015457,11.944714374881176,0.017,31845.82701154587,28841.0,36412.0
2020-06-30,Christian Super,66628776348.0,0.0,0.0,0,1602922.0,115689.0,53330.0,69138.0,212,0.0,65954.0,7320,0.0,-0.006,0.0,0.0,0,57000000000.0,0.0,184827.0,119284.0,304111.0,0.3922383603355354,10.950824090522445,0.058,184826.9255834033,69138.0,65954.0
2021-06-30,Christian Super,66628776348.0,0.0,0.0,0,1656307.0,128110.0,56804.0,54384.0,893,0.0,67428.0,10272,0.0,0.167,0.0,0.0,0,66000000000.0,0.0,182494.0,124232.0,306726.0,0.4050259841030757,11.097425172408931,-0.006,182493.92499458132,54384.0,67428.0
2022-06-30,Christian Super,66628776348.0,0.0,0.0,0,1994094.0,140733.0,51407.0,50704.0,415,0.0,174855.0,11205,0.0,-0.007,0.0,0.0,0,64000000000.0,1.0,191437.0,226262.0,417699.0,0.5416867169899856,11.06665398721974,0.167,191436.8865339347,50704.0,174855.0
2020-06-30,ClearView Retirement Plan,45828721007.0,0.0,0.0,0,1991291.0,66578.0,152275.0,322497.0,10549,0.0,91432.0,5191,0.0,-0.018,0.0,0.0,0,45000000000.0,0.0,389075.0,243707.0,632782.0,0.3851357971623719,10.714439990727769,0.053,389074.8776135683,322497.0,91432.0
2021-06-30,ClearView Retirement Plan,45828721007.0,0.0,0.0,0,2054861.0,67903.0,146585.0,210550.0,6435,0.0,103572.0,4577,869.0,0.115,0.0,0.0,0,170000000000.0,0.0,278453.0,249288.0,527741.0,0.4723680744910856,12.04355959836804,-0.018,278452.878683765,210550.0,102703.0
2022-06-30,ClearView Retirement Plan,45828721007.0,0.0,0.0,0,2302195.0,77953.0,135133.0,110776.0,4687,0.0,129223.0,2867,0.0,-0.071,0.0,0.0,0,155000000000.0,0.0,188729.0,264356.0,453085.0,0.5834578500722822,11.951186847493476,0.115,188728.88517219436,110776.0,129223.0
2020-06-30,Club Plus Superannuation Scheme,95275115088.0,0.0,0.0,0,2945614.0,161343.0,183872.0,60732.0,0.0,0.0,124545.0,6511.0,0.0,-0.019,0.0,0.0,0,42000000000.0,0.0,222075.0,308417.0,530492.0,0.581379172541716,10.645448706505872,0.062,222074.8952961929,60732.0,124545.0
2021-06-30,Club Plus Superannuation Scheme,95275115088.0,0.0,1.0,AustralianSuper,2794304.0,164663.0,169844.0,35961.0,0.0,0.0,97115.0,6747.0,0.0,0.146,0.0,1.0,AustralianSuper,51000000000.0,0.0,200624.0,266959.0,467583.0,0.5709339304465731,10.839600519357369,-0.019,200623.90446315074,35961.0,97115.0
2020-06-30,Colonial First State FirstChoice Superannuation Trust,26458298557.0,0.0,0.0,0,80052996.0,3517946.0,5099227.0,4461864.0,323540,0.0,3599218.0,292610,0.0,-0.027,0.0,0.0,0,108000000000.0,0.0,7979810.0,8698445.0,16678255.0,0.5215440704078455,11.58989576532275,0.064,7979809.891341418,4461864.0,3599218.0
2021-06-30,Colonial First State FirstChoice Superannuation Trust,26458298557.0,0.0,0.0,0,77031348.0,3800427.0,4601036.0,4061218.0,309825,0.0,4047743.0,319566,0.0,0.171,0.0,0.0,0,133000000000.0,0.0,7861645.0,8648779.0,16510424.0,0.5238374859422145,11.798111925972618,-0.027,7861644.887723904,4061218.0,4047743.0
2022-06-30,Colonial First State FirstChoice Superannuation Trust,26458298557.0,0.0,0.0,0,89207345.0,4553846.0,4859645.0,6595950.0,198849,2932532.0,5971443.0,432266,0.0,-0.072,0.0,0.0,0,124000000000.0,1.0,8217264.0,10831088.0,19048352.0,0.5686102398779695,11.728044909070785,0.171,8217263.8785852445,3663418.0,5971443.0
2020-06-30,Colonial First State Rollover & Superannuation Fund,88854638840.0,0.0,0.0,0,2745688.0,55977.0,99413.0,21263.0,3069,0.0,220963.0,23224,0.0,-0.005,0.0,0.0,0,96000000000.0,0.0,77240.0,320376.0,397616.0,0.8057422236529717,11.472113887062386,0.077,77239.88331667692,21263.0,220963.0
2021-06-30,Colonial First State Rollover & Superannuation Fund,88854638840.0,0.0,0.0,0,2487844.0,58762.0,87914.0,15173.0,1121,0.0,154084.0,23768,0.0,0.267,0.0,0.0,0,123000000000.0,0.0,73935.0,241998.0,315933.0,0.7659788626069451,11.719947764402807,-0.005,73934.90272782378,15173.0,154084.0
2022-06-30,Colonial First State Rollover & Superannuation Fund,88854638840.0,0.0,0.0,0,,,,,*,,,*,,,0.0,0.0,0,,0.0,,,,,,0.267,,,
2020-06-30,CommInsure Corporate Insurance Superannuation Trust,49968181565.0,0.0,0.0,0,13.0,4029.0,2463.0,0.0,0,0.0,0.0,0,0.0,0.846,0.0,0.0,0,0.0,0.0,4029.0,2463.0,6492.0,0.3793900184842883,0.0,0.889,3839.5384615384614,0.0,0.0
2021-06-30,CommInsure Corporate Insurance Superannuation Trust,49968181565.0,0.0,0.0,0,21.0,3118.0,6323.0,0.0,0,0.0,0.0,0,0.0,0.476,0.0,0.0,0,0.0,0.0,3118.0,6323.0,9441.0,0.6697383751721216,0.0,0.846,2816.904761904762,0.0,0.0
2022-06-30,CommInsure Corporate Insurance Superannuation Trust,49968181565.0,0.0,0.0,0,32.0,1063.0,1756.0,0.0,0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,1063.0,1756.0,2819.0,0.6229159276339127,0.0,0.476,1008.125,0.0,0.0
2020-06-30,Commonwealth Bank Group Super,24248426878.0,0.0,0.0,0,12123771.0,454692.0,352047.0,205515.0,8157,0.0,356016.0,36863,0.0,0.003,0.0,0.0,0,165000000000.0,0.0,660207.0,708063.0,1368270.0,0.517487776535333,12.013706813470414,0.074,660206.9415971318,205515.0,356016.0
2021-06-30,Commonwealth Bank Group Super,24248426878.0,0.0,0.0,0,12107315.0,454230.0,345316.0,182401.0,9283,0.0,335943.0,60747,0.0,0.124,0.0,0.0,0,185000000000.0,0.0,636631.0,681259.0,1317890.0,0.5169316103771938,12.128116509451258,0.003,636630.9437316201,182401.0,335943.0
2022-06-30,Commonwealth Bank Group Super,24248426878.0,0.0,0.0,0,13563095.0,475364.0,306074.0,127166.0,4640,0.0,1285234.0,70606,0.0,-0.052,0.0,0.0,0,171000000000.0,1.0,602530.0,1591308.0,2193838.0,0.7253534673025082,12.049424683420915,0.124,602529.8826736818,127166.0,1285234.0
2020-06-30,Commonwealth Essential Super,56601925435.0,0.0,0.0,0,3781219.0,496398.0,536832.0,89684.0,1163,0.0,301959.0,17317,0.0,-0.071,0.0,0.0,0,16000000000.0,0.0,586082.0,838791.0,1424873.0,0.5886777277694223,9.680406499268875,0.073,586081.7781691565,89684.0,301959.0
2021-06-30,Commonwealth Essential Super,56601925435.0,0.0,0.0,0,3271677.0,470861.0,342319.0,36196.0,1135,0.0,204552.0,17650,0.0,0.213,0.0,0.0,0,26000000000.0,0.0,507057.0,546871.0,1053928.0,0.5188883870624938,10.165890277802454,-0.071,507056.83284688555,36196.0,204552.0
2022-06-30,Commonwealth Essential Super,56601925435.0,0.0,0.0,0,3923283.0,486410.0,77588.0,28805.0,1102,0.0,301229.0,25859,0.0,-0.073,0.0,0.0,0,29000000000.0,0.0,515215.0,378817.0,894032.0,0.4237174955706283,10.275085591132715,0.213,515214.90344387596,28805.0,301229.0
2020-06-30,Crescent Wealth Superannuation Fund,71302958449.0,0.0,0.0,0,248476.0,33962.0,19839.0,23541.0,856,0.0,16406.0,5095,0.0,-0.037,0.0,0.0,0,28000000000.0,0.0,57503.0,36245.0,93748.0,0.38662158126040025,10.239995502805316,0.035,57502.85413078124,23541.0,16406.0
2021-06-30,Crescent Wealth Superannuation Fund,71302958449.0,0.0,0.0,0,259646.0,38641.0,15993.0,12821.0,339,0.0,16723.0,5430,0.0,0.129,0.0,0.0,0,28000000000.0,0.0,51462.0,32716.0,84178.0,0.3886526170733446,10.239995502805316,-0.037,51461.873997673756,12821.0,16723.0
2022-06-30,Crescent Wealth Superannuation Fund,71302958449.0,0.0,0.0,0,312847.0,46744.0,2951.0,16366.0,192,0.0,18461.0,6280,0.0,0.0,0.0,0.0,0,28000000000.0,0.0,63110.0,21412.0,84522.0,0.2533304938359244,10.239995502805316,0.129,63109.931557598444,16366.0,18461.0
2020-06-30,Crown Employees (NSW Fire Brigades Firefighting Staff Death & Disability) Superannuation Fund,60532453567.0,0.0,0.0,0,741.0,12545.0,10332.0,0.0,0,0.0,1720.0,0,0.0,-0.585,0.0,0.0,0,0.0,0.0,12545.0,12052.0,24597.0,0.48997845265682805,0.0,-0.569,12528.735492577598,0.0,1720.0
2021-06-30,Crown Employees (NSW Fire Brigades Firefighting Staff Death & Disability) Superannuation Fund,60532453567.0,0.0,0.0,0,721.0,15642.0,12774.0,0.0,0,0.0,1251.0,0,0.0,-0.705,0.0,0.0,0,0.0,0.0,15642.0,14025.0,29667.0,0.4727474972191324,0.0,-0.585,15622.547850208044,0.0,1251.0
2022-06-30,Crown Employees (NSW Fire Brigades Firefighting Staff Death & Disability) Superannuation Fund,60532453567.0,0.0,0.0,0,676.0,19876.0,15229.0,0.0,0,0.0,2941.0,705,0.0,,0.0,0.0,0,0.0,0.0,19876.0,18170.0,38046.0,0.47757977185512274,0.0,-0.705,19849.121301775147,0.0,2941.0
2020-06-30,DIY Master Plan,46074281314.0,0.0,0.0,0,420907.0,41078.0,35736.0,251680.0,15438,0.0,35879.0,1024,0.0,-0.025,0.0,0.0,0,82000000000.0,0.0,292758.0,71615.0,364373.0,0.1965431028094837,11.314486721293981,0.052,292757.8298555263,251680.0,35879.0
2021-06-30,DIY Master Plan,46074281314.0,0.0,0.0,0,628378.0,49920.0,36360.0,222172.0,3947,0.0,52028.0,1726,0.0,0.148,0.0,0.0,0,129000000000.0,0.0,272092.0,88388.0,360480.0,0.24519529516200622,11.767575435251748,-0.025,272091.85933944216,222172.0,52028.0
2022-06-30,DIY Master Plan,46074281314.0,0.0,0.0,0,917831.0,73679.0,40710.0,282399.0,8269,0.0,71391.0,3471,0.0,-0.086,0.0,0.0,0,122000000000.0,0.0,356078.0,112101.0,468179.0,0.23944047041836564,11.711784520403112,0.148,356077.877863136,282399.0,71391.0
2020-06-30,DPM Retirement Service,40725722496.0,0.0,0.0,0,60099.0,974.0,4958.0,9.0,0,0.0,3276.0,7,0.0,-0.058,0.0,0.0,0,140000000000.0,0.0,983.0,8234.0,9217.0,0.8933492459585548,11.849404844423074,0.071,982.8629927286644,9.0,3276.0
2021-06-30,DPM Retirement Service,40725722496.0,0.0,0.0,0,49501.0,194.0,3559.0,190.0,0,0.0,2521.0,0,0.0,0.19,0.0,0.0,0,170000000000.0,0.0,384.0,6080.0,6464.0,0.9405940594059405,12.04355959836804,-0.058,383.87717419850105,190.0,2521.0
2022-06-30,DPM Retirement Service,40725722496.0,0.0,0.0,0,52629.0,742.0,4042.0,0.0,0,0.0,452.0,0,0.0,-0.034,0.0,0.0,0,162000000000.0,0.0,742.0,4494.0,5236.0,0.8582887700534759,11.995357787034976,0.19,741.914609815881,0.0,452.0
2020-06-30,Definitive Superannuation Plan,47412936330.0,0.0,0.0,0,,1663.0,4952.0,261.0,19,0.0,11148.0,329,0.0,-0.018,0.0,0.0,0,445000000000.0,0.0,1924.0,16100.0,18024.0,0.8932534398579671,13.005831808336863,,,261.0,11148.0
2021-06-30,Definitive Superannuation Plan,47412936330.0,0.0,0.0,0,86838.0,1183.0,5767.0,266.0,0,0.0,8301.0,0,0.0,0.146,0.0,0.0,0,517000000000.0,0.0,1449.0,14068.0,15517.0,0.9066185473996262,13.155800087724673,-0.018,1448.8379971901702,266.0,8301.0
2022-06-30,Definitive Superannuation Plan,47412936330.0,0.0,0.0,0,85870.0,813.0,3604.0,13.0,0,0.0,81989.0,0,74524.0,-0.01,0.0,0.0,0,5000000000.0,0.0,826.0,11069.0,11895.0,0.9305590584279109,8.517393171418904,0.146,825.8710958425527,13.0,7465.0
2020-06-30,Deseret Benefit Plan for Australia,58632310300.0,0.0,0.0,0,,2064.0,2158.0,140.0,0,0.0,2595.0,3,0.0,-0.024,0.0,0.0,0,306000000000.0,0.0,2204.0,4753.0,6957.0,0.6831967802213598,12.631343648903034,,,140.0,2595.0
2021-06-30,Deseret Benefit Plan for Australia,58632310300.0,0.0,0.0,0,31661.0,2674.0,1770.0,1.0,0,0.0,711.0,0,0.0,0.165,0.0,0.0,0,323000000000.0,0.0,2675.0,2481.0,5156.0,0.48118696664080685,12.685410698175234,-0.024,2674.9216386090143,1.0,711.0
2020-06-30,Encircle Superannuation Fund,68486630403.0,0.0,0.0,0,2198137.0,86090.0,135545.0,399517.0,120209,0.0,118406.0,8894,0.0,-0.003,0.0,0.0,0,359000000000.0,0.0,485607.0,253951.0,739558.0,0.3433821282441675,12.791080452981857,0.07,485606.8844698943,399517.0,118406.0
2021-06-30,Encircle Superannuation Fund,68486630403.0,0.0,0.0,0,2423865.0,88572.0,154027.0,229697.0,48030,0.0,61962.0,4292,0.0,0.149,0.0,0.0,0,399000000000.0,0.0,318269.0,215989.0,534258.0,0.4042784572247865,12.896719202134523,-0.003,318268.91089066427,229697.0,61962.0
2022-06-30,Encircle Superannuation Fund,68486630403.0,0.0,0.0,0,2895350.0,113297.0,171450.0,188662.0,27921,0.0,106685.0,6714,0.0,-0.061,0.0,0.0,0,360000000000.0,0.0,301959.0,278135.0,580094.0,0.47946539698738483,12.793862088206213,0.149,301958.9039373478,188662.0,106685.0
2020-06-30,Energy Industries Superannuation Scheme-Pool A,22277243559.0,0.0,0.0,0,3850088.0,188499.0,190951.0,184398.0,1202,0.0,115034.0,12166,0.0,-0.037,0.0,0.0,0,191000000000.0,0.0,372897.0,305985.0,678882.0,0.45071897619910384,12.160033942617156,0.073,372896.9205251932,184398.0,115034.0
2021-06-30,Energy Industries Superannuation Scheme-Pool A,22277243559.0,0.0,0.0,0,3773090.0,179150.0,176947.0,86117.0,637,0.0,132217.0,14762,0.0,0.157,0.0,0.0,0,231000000000.0,0.0,265267.0,309164.0,574431.0,0.5382091147587786,12.35017731849889,-0.037,265266.91806079366,86117.0,132217.0
2022-06-30,Energy Industries Superannuation Scheme-Pool A,22277243559.0,0.0,0.0,0,4319629.0,168616.0,158474.0,55331.0,545,0.0,495403.0,15981,0.0,-0.066,0.0,0.0,0,212000000000.0,1.0,223947.0,653877.0,877824.0,0.744883940288714,12.264346270624157,0.157,223946.84862658344,55331.0,495403.0
2020-06-30,Energy Industries Superannuation Scheme-Pool B,64322090181.0,0.0,0.0,0,2100170.0,31066.0,63154.0,1101.0,0,0.0,162763.0,2918,0.0,-0.019,0.0,0.0,0,717000000000.0,0.0,32167.0,225917.0,258084.0,0.8753622851474714,13.482832514280924,0.098,32166.892429184303,1101.0,162763.0
2021-06-30,Energy Industries Superannuation Scheme-Pool B,64322090181.0,0.0,0.0,0,1868064.0,27873.0,60761.0,684.0,53,0.0,84815.0,1390,0.0,0.163,0.0,0.0,0,764000000000.0,0.0,28557.0,145576.0,174133.0,0.8360046631023413,13.546324377048325,-0.019,28556.92207119242,684.0,84815.0
2022-06-30,Energy Industries Superannuation Scheme-Pool B,64322090181.0,0.0,0.0,0,,,,,*,,,*,,,0.0,0.0,0,,0.0,,,,,,0.163,,,
2020-06-30,Energy Super,33761363685.0,0.0,0.0,0,7806015.0,325066.0,285394.0,129592.0,1473.0,0.0,202736.0,18252.0,0.0,-0.021,0.0,0.0,0,149000000000.0,0.0,454658.0,488130.0,942788.0,0.5177516048146561,11.91170829631447,0.052,454657.937467453,129592.0,202736.0
2021-06-30,Energy Super,33761363685.0,0.0,1.0,LGIAsuper,7584451.0,371991.0,278336.0,101649.0,1633.0,0.0,180762.0,24766.0,0.0,0.172,0.0,1.0,LGIAsuper,175000000000.0,0.0,473640.0,459098.0,932738.0,0.4922046705505726,12.07254696717504,-0.021,473639.9394685258,101649.0,180762.0
2020-06-30,Fiducian Superannuation Fund,57929339093.0,0.0,0.0,0,1441863.0,58221.0,90055.0,154343.0,10484,0.0,30262.0,2145,0.0,-0.013,0.0,0.0,0,229000000000.0,0.0,212564.0,120317.0,332881.0,0.36144147608304467,12.34148164933907,0.044,212563.91655448542,154343.0,30262.0
2021-06-30,Fiducian Superannuation Fund,57929339093.0,0.0,0.0,0,1513314.0,65874.0,89854.0,169802.0,6850,0.0,20813.0,1577,0.0,0.221,0.0,0.0,0,278000000000.0,0.0,235676.0,110667.0,346343.0,0.31953006123986916,12.535379989788607,-0.013,235675.92687109218,169802.0,20813.0
2022-06-30,Fiducian Superannuation Fund,57929339093.0,0.0,0.0,0,1986010.0,98036.0,109414.0,191718.0,15033,0.0,24700.0,2722,0.0,-0.114,0.0,0.0,0,250000000000.0,0.0,289754.0,134114.0,423868.0,0.3164051072503704,12.429220196836383,0.221,289753.9324706321,191718.0,24700.0
2020-06-30,Fire and Emergency Services Superannuation Fund,43198502058.0,0.0,0.0,0,757123.0,31485.0,26337.0,6363.0,460,0.0,6584.0,1417,0.0,-0.013,0.0,0.0,0,287000000000.0,0.0,37848.0,32921.0,70769.0,0.46518956040074044,12.567240979056246,0.075,37847.95651829359,6363.0,6584.0
2021-06-30,Fire and Emergency Services Superannuation Fund,43198502058.0,0.0,0.0,0,751834.0,34540.0,19717.0,5241.0,230,0.0,15067.0,438,0.0,0.133,0.0,0.0,0,306000000000.0,0.0,39781.0,34784.0,74565.0,0.46649232213504993,12.631343648903034,-0.013,39780.95373446798,5241.0,15067.0
2022-06-30,Fire and Emergency Services Superannuation Fund,43198502058.0,0.0,0.0,0,857525.0,38335.0,25712.0,5306.0,0,0.0,15061.0,1574,0.0,-0.019,0.0,0.0,0,298000000000.0,0.0,43641.0,40773.0,84414.0,0.48301229653848887,12.604852121186608,0.133,43640.95245269817,5306.0,15061.0
2020-06-30,First Super,56286625181.0,0.0,0.0,0,3192705.0,147217.0,156929.0,91331.0,335,0.0,137142.0,11117,0.0,-0.012,0.0,0.0,0,67000000000.0,0.0,238548.0,294071.0,532619.0,0.5521226242398413,11.112462823634855,0.063,238547.90789283696,91331.0,137142.0
2021-06-30,First Super,56286625181.0,0.0,0.0,0,3100054.0,153240.0,152853.0,67012.0,1582,0.0,77120.0,8733,0.0,0.14,0.0,0.0,0,76000000000.0,0.0,220252.0,229973.0,450225.0,0.5107957132544839,11.23850177707664,-0.012,220251.92581645353,67012.0,77120.0
2022-06-30,First Super,56286625181.0,0.0,0.0,0,3521667.0,194320.0,116424.0,56337.0,1276,0.0,75796.0,7664,0.0,0.005,0.0,0.0,0,76000000000.0,0.0,250657.0,192220.0,442877.0,0.43402570013796155,11.23850177707664,0.14,250656.94541789443,56337.0,75796.0
2020-06-30,Future Super Fund,45960194277.0,0.0,0.0,0,461629.0,56534.0,24547.0,262334.0,0,0.0,23238.0,1684,0.0,0.045,0.0,0.0,0,31000000000.0,0.0,318868.0,47785.0,366653.0,0.13032758493725674,10.34177474101152,0.089,318867.8964861393,262334.0,23238.0
2021-06-30,Future Super Fund,45960194277.0,0.0,0.0,0,758893.0,111244.0,26068.0,308014.0,0,0.0,38075.0,4890,0.0,0.139,0.0,0.0,0,35000000000.0,0.0,419258.0,64143.0,483401.0,0.1326910784214348,10.463131911491967,0.045,419257.9154782031,308014.0,38075.0
2022-06-30,Future Super Fund,45960194277.0,0.0,0.0,0,1246425.0,166210.0,9181.0,242662.0,0,0.0,62817.0,1439,0.0,-0.102,0.0,0.0,0,33000000000.0,0.0,408872.0,71998.0,480870.0,0.14972445775365484,10.404293143019792,0.139,408871.9422363961,242662.0,62817.0
2020-06-30,Goldman Sachs & JBWere Superannuation Fund,55697537183.0,0.0,0.0,0,540328.0,9901.0,7880.0,5960.0,0,0.0,17139.0,6635,0.0,0.015,0.0,0.0,0,279000000000.0,0.0,15861.0,25019.0,40880.0,0.6120107632093933,12.53897064502647,0.093,15860.95369664352,5960.0,17139.0
2021-06-30,Goldman Sachs & JBWere Superannuation Fund,55697537183.0,0.0,0.0,0,538817.0,10116.0,6697.0,6607.0,75,0.0,18766.0,2907,0.0,0.221,0.0,0.0,0,334000000000.0,0.0,16723.0,25463.0,42186.0,0.6035888683449485,12.718899265966332,0.015,16722.952742767953,6607.0,18766.0
2022-06-30,Goldman Sachs & JBWere Superannuation Fund,55697537183.0,0.0,0.0,0,647724.0,11647.0,5339.0,10047.0,267,0.0,12928.0,3676,0.0,-0.065,0.0,0.0,0,307000000000.0,0.0,21694.0,18267.0,39961.0,0.4571206926753585,12.634606283893019,0.221,21693.971798173297,10047.0,12928.0
2020-06-30,Grosvenor Pirie Master Superannuation Fund Series 2,32367272075.0,0.0,0.0,0,107126.0,16880.0,12546.0,54292.0,0,0.0,14235.0,617,0.0,-0.019,0.0,0.0,0,7000000000.0,0.0,71172.0,26781.0,97953.0,0.27340663379375824,8.853808274977197,0.073,71171.7500046674,54292.0,14235.0
2021-06-30,Grosvenor Pirie Master Superannuation Fund Series 2,32367272075.0,0.0,0.0,0,150101.0,37187.0,9180.0,13820.0,0,0.0,12638.0,730,0.0,0.137,0.0,0.0,0,7000000000.0,0.0,51007.0,21818.0,72825.0,0.29959491932715415,8.853808274977197,-0.019,51006.854644539344,13820.0,12638.0
2022-06-30,Grosvenor Pirie Master Superannuation Fund Series 2,32367272075.0,0.0,0.0,0,204811.0,86410.0,3194.0,154132.0,0,0.0,150274.0,888,103135.0,-0.142,0.0,0.0,0,4000000000.0,0.0,240542.0,50333.0,290875.0,0.1730399656209712,8.294299608857235,0.137,240541.75424659808,154132.0,47139.0
2020-06-30,Grow Super SMA,20543903424.0,0.0,0.0,0,,80.0,0.0,,*,,,*,,-0.038,0.0,0.0,0,31000000000.0,0.0,,,,,10.34177474101152,,,,
2020-06-30,Guild Retirement Fund,22599554834.0,0.0,0.0,0,1972417.0,193806.0,100999.0,55104.0,1300,0.0,126121.0,9613,0.0,-0.023,0.0,0.0,0,24000000000.0,0.0,248910.0,227120.0,476030.0,0.4771127870092221,10.085850775128717,0.082,248909.88485193547,55104.0,126121.0
2021-06-30,Guild Retirement Fund,22599554834.0,0.0,0.0,0,1942529.0,210291.0,74229.0,23886.0,960,0.0,103899.0,6877,0.0,0.217,0.0,0.0,0,29000000000.0,0.0,234177.0,178128.0,412305.0,0.4320296867610143,10.275085591132715,-0.023,234176.9083009829,23886.0,103899.0
2022-06-30,Guild Retirement Fund,22599554834.0,0.0,0.0,0,2419903.0,237978.0,25964.0,36141.0,1392,0.0,113296.0,8061,0.0,-0.067,0.0,0.0,0,27000000000.0,0.0,274119.0,139260.0,413379.0,0.3368821347963975,10.203629181337648,0.217,274118.9424522388,36141.0,113296.0
